"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"1500000US720054014024","Block Group 4, Census Tract 4014.02, Aguadilla Municipio, Puerto Rico","564","139","0","14","0","14","0","14","0","14","0","14","16","26","21","33","0","14","45","39","19","31","35","42","13","20","13","20","0","14","0","14","154","90","12","20","0","14","36","40","47","44","96","55","0","14","39","63","18","28"
"1500000US720059900000","Block Group 0, Census Tract 9900, Aguadilla Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720072301001","Block Group 1, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","997","253","11","17","0","14","0","14","0","14","10","17","13","21","22","26","40","41","64","57","14","24","18","29","24","29","0","14","32","36","0","14","384","150","30","31","0","14","70","66","154","110","111","81","0","14","0","14","0","14"
"1500000US720072301002","Block Group 2, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","1088","324","107","86","0","14","0","14","0","14","87","107","0","14","20","23","21","32","0","14","71","56","17","29","114","80","27","45","19","30","0","14","254","139","21","35","24","39","167","109","30","35","90","75","19","32","0","14","0","14"
"1500000US720072301003","Block Group 3, Census Tract 2301, Aguas Buenas Municipio, Puerto Rico","702","296","42","50","0","14","0","14","0","14","0","14","17","27","16","28","0","14","0","14","0","14","0","14","52","63","0","14","14","23","11","17","214","129","0","14","0","14","52","52","135","103","103","106","46","56","0","14","0","14"
"1500000US720072302001","Block Group 1, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","2662","550","7","15","0","14","0","14","0","14","18","29","4","9","0","14","21","33","44","48","16","26","77","61","275","140","109","107","66","79","0","14","644","283","60","70","80","97","299","176","264","157","587","228","91","90","0","14","0","14"
"1500000US720072302002","Block Group 2, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","1267","497","65","99","39","62","0","14","23","37","0","14","42","38","81","77","0","14","28","43","0","14","63","65","66","77","27","43","35","55","0","14","241","205","0","14","0","14","182","140","253","189","122","125","0","14","0","14","0","14"
"1500000US720072302003","Block Group 3, Census Tract 2302, Aguas Buenas Municipio, Puerto Rico","890","311","61","64","0","14","0","14","0","14","25","39","20","31","25","39","42","55","69","62","61","67","0","14","0","14","28","46","0","14","0","14","258","149","0","14","28","46","103","85","0","14","131","109","39","65","0","14","0","14"
"1500000US720072303001","Block Group 1, Census Tract 2303, Aguas Buenas Municipio, Puerto Rico","989","235","10","16","0","14","0","14","0","14","0","14","19","22","23","28","0","14","12","19","0","14","41","32","35","26","26","33","80","51","25","42","306","153","63","53","17","19","91","63","93","77","137","67","11","18","0","14","0","14"
"1500000US720072303002","Block Group 2, Census Tract 2303, Aguas Buenas Municipio, Puerto Rico","710","209","0","14","0","14","0","14","7","11","0","14","9","15","13","15","10","13","9","14","0","14","24","38","44","47","0","14","31","23","10","16","180","86","29","31","0","14","60","60","95","74","189","112","0","14","0","14","0","14"
"1500000US720072304001","Block Group 1, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","1071","217","14","23","0","14","0","14","27","30","18","23","76","58","20","25","0","14","63","48","141","85","30","33","16","26","0","14","18","20","0","14","235","120","55","74","64","78","88","58","128","101","68","58","10","16","0","14","0","14"
"1500000US720072304002","Block Group 2, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","915","241","36","59","0","14","0","14","19","31","22","36","55","85","22","30","43","39","29","28","32","40","38","42","27","42","57","52","56","48","0","14","289","128","28","46","0","14","17","26","0","14","141","85","0","14","4","9","0","14"
"1500000US720072304003","Block Group 3, Census Tract 2304, Aguas Buenas Municipio, Puerto Rico","1310","346","57","47","0","14","0","14","0","14","45","43","7","12","11","19","40","47","79","58","35","40","0","14","23","27","54","52","8","14","0","14","297","147","13","22","23","39","137","94","111","71","246","132","109","75","15","24","0","14"
"1500000US720072305011","Block Group 1, Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico","1599","295","22","34","0","14","0","14","0","14","14","23","29","45","32","40","0","14","82","56","41","51","35","39","111","81","81","75","47","52","9","14","398","135","60","57","0","14","200","114","195","120","234","123","9","15","0","14","0","14"
"1500000US720072305012","Block Group 2, Census Tract 2305.01, Aguas Buenas Municipio, Puerto Rico","1212","280","66","56","0","14","0","14","0","14","0","14","0","14","0","14","0","14","45","31","55","54","38","44","17","27","0","14","15","23","0","14","322","150","27","33","42","52","222","163","46","41","245","110","72","103","0","14","0","14"
"1500000US720072305021","Block Group 1, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","704","265","8","13","0","14","0","14","0","14","0","14","0","14","14","23","35","34","0","14","15","24","26","40","38","36","0","14","0","14","0","14","277","146","0","14","20","32","73","72","105","89","55","52","38","43","0","14","0","14"
"1500000US720072305022","Block Group 2, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","1683","339","30","48","0","14","0","14","21","26","0","14","25","22","39","34","0","14","0","14","43","37","41","36","108","69","21","33","45","50","30","35","554","191","0","14","93","79","172","117","185","78","191","89","85","72","0","14","0","14"
"1500000US720072305023","Block Group 3, Census Tract 2305.02, Aguas Buenas Municipio, Puerto Rico","410","164","22","34","0","14","0","14","13","21","20","23","25","38","0","14","0","14","0","14","0","14","13","20","0","14","0","14","4","9","0","14","157","120","20","31","10","16","51","59","36","42","39","39","0","14","0","14","0","14"
"1500000US720092501001","Block Group 1, Census Tract 2501, Aibonito Municipio, Puerto Rico","989","270","40","53","0","14","0","14","0","14","0","14","0","14","0","14","17","28","50","58","32","50","66","73","21","34","0","14","0","14","0","14","297","134","0","14","0","14","56","62","168","133","157","111","85","83","0","14","0","14"
"1500000US720092501002","Block Group 2, Census Tract 2501, Aibonito Municipio, Puerto Rico","1730","343","0","14","0","14","0","14","0","14","0","14","0","14","18","28","0","14","82","75","0","14","0","14","36","56","29","45","87","78","0","14","561","189","51","58","34","54","307","147","132","107","161","98","218","133","0","14","14","23"
"1500000US720092501003","Block Group 3, Census Tract 2501, Aibonito Municipio, Puerto Rico","1676","361","42","66","0","14","0","14","0","14","33","52","24","38","26","40","20","34","26","43","21","35","105","96","158","116","0","14","48","53","0","14","610","226","28","44","0","14","137","99","160","100","142","107","96","81","0","14","0","14"
"1500000US720092502001","Block Group 1, Census Tract 2502, Aibonito Municipio, Puerto Rico","1742","266","17","28","0","14","0","14","0","14","0","14","16","25","0","14","0","14","67","49","0","14","43","39","55","46","20","31","12","21","0","14","628","148","32","36","26","44","143","69","143","80","405","105","80","71","0","14","55","40"
"1500000US720092502002","Block Group 2, Census Tract 2502, Aibonito Municipio, Puerto Rico","1215","223","14","21","0","14","0","14","8","14","14","22","16","25","10","16","0","14","95","73","0","14","49","49","121","75","23","37","20","32","0","14","380","142","0","14","0","14","124","74","104","58","165","84","72","51","0","14","0","14"
"1500000US720092503001","Block Group 1, Census Tract 2503, Aibonito Municipio, Puerto Rico","563","188","0","14","0","14","0","14","0","14","0","14","0","14","26","41","27","42","0","14","22","35","25","24","58","42","16","26","40","47","0","14","185","92","0","14","0","14","81","43","46","46","28","33","9","14","0","14","0","14"
"1500000US720092503002","Block Group 2, Census Tract 2503, Aibonito Municipio, Puerto Rico","1025","238","71","58","0","14","0","14","0","14","18","29","10","15","8","14","14","22","19","22","22","35","10","16","35","34","45","41","8","13","9","15","371","124","0","14","28","44","214","121","58","49","72","47","13","21","0","14","0","14"
"1500000US720092504001","Block Group 1, Census Tract 2504, Aibonito Municipio, Puerto Rico","370","151","10","16","0","14","0","14","0","14","23","37","0","14","9","14","0","14","7","12","0","14","28","44","0","14","0","14","0","14","0","14","124","77","0","14","0","14","62","46","5","10","36","44","50","54","0","14","16","26"
"1500000US720092504002","Block Group 2, Census Tract 2504, Aibonito Municipio, Puerto Rico","1478","285","12","19","0","14","0","14","0","14","0","14","47","45","11","17","21","24","8","14","13","21","38","37","28","37","17","15","0","14","9","15","560","166","32","39","64","53","154","81","160","99","245","102","37","41","10","16","12","21"
"1500000US720092505001","Block Group 1, Census Tract 2505, Aibonito Municipio, Puerto Rico","1225","261","67","58","0","14","0","14","8","13","0","14","10","15","18","28","0","14","0","14","0","14","7","12","36","43","0","14","0","14","21","25","229","90","40","41","9","14","73","56","143","90","457","140","99","66","0","14","8","13"
"1500000US720092505002","Block Group 2, Census Tract 2505, Aibonito Municipio, Puerto Rico","1087","222","20","22","0","14","0","14","0","14","50","46","47","46","14","17","0","14","78","77","0","14","0","14","16","18","18","28","13","21","33","29","310","106","14","22","18","21","197","122","94","78","64","48","83","71","18","28","0","14"
"1500000US720092505003","Block Group 3, Census Tract 2505, Aibonito Municipio, Puerto Rico","907","258","0","14","0","14","0","14","0","14","14","23","0","14","0","14","0","14","19","31","14","22","22","36","43","44","12","20","0","14","0","14","336","138","70","54","76","51","74","57","46","53","112","77","33","50","0","14","36","60"
"1500000US720092506001","Block Group 1, Census Tract 2506, Aibonito Municipio, Puerto Rico","500","214","11","17","0","14","0","14","0","14","0","14","0","14","42","55","0","14","48","59","0","14","27","30","15","25","0","14","0","14","10","16","140","95","9","13","0","14","64","53","37","56","97","84","0","14","0","14","0","14"
"1500000US720092506002","Block Group 2, Census Tract 2506, Aibonito Municipio, Puerto Rico","1191","273","40","47","0","14","0","14","0","14","14","22","22","33","0","14","14","24","47","46","13","22","40","46","24","37","11","19","11","17","0","14","408","148","22","26","20","23","128","61","84","66","229","130","50","48","0","14","14","23"
"1500000US720092506003","Block Group 3, Census Tract 2506, Aibonito Municipio, Puerto Rico","802","205","0","14","0","14","0","14","14","23","0","14","18","28","0","14","8","13","29","33","12","20","86","71","37","43","62","51","27","31","13","20","245","119","23","25","32","36","29","34","51","51","72","53","44","43","0","14","0","14"
"1500000US720118101001","Block Group 1, Census Tract 8101, Añasco Municipio, Puerto Rico","791","213","22","30","0","14","0","14","0","14","0","14","12","20","26","40","18","28","79","69","37","34","39","46","0","14","0","14","70","62","0","14","232","116","12","19","0","14","64","41","116","86","26","32","38","45","0","14","0","14"
"1500000US720118101002","Block Group 2, Census Tract 8101, Añasco Municipio, Puerto Rico","851","288","36","44","0","14","0","14","16","25","14","23","44","42","15","25","37","43","50","41","10","17","0","14","59","54","0","14","33","43","0","14","303","144","50","72","38","37","0","14","53","52","77","70","16","26","0","14","0","14"
"1500000US720118101003","Block Group 3, Census Tract 8101, Añasco Municipio, Puerto Rico","711","218","21","33","0","14","0","14","29","44","0","14","0","14","35","35","34","36","67","55","36","40","0","14","43","32","14","21","0","14","0","14","123","70","42","39","13","20","61","65","26","32","116","100","51","78","0","14","0","14"
"1500000US720118102001","Block Group 1, Census Tract 8102, Añasco Municipio, Puerto Rico","1458","452","51","82","0","14","0","14","0","14","0","14","33","51","0","14","0","14","128","107","0","14","0","14","108","102","0","14","0","14","13","22","248","146","29","50","19","30","222","139","178","159","376","218","38","58","0","14","15","25"
"1500000US720118102002","Block Group 2, Census Tract 8102, Añasco Municipio, Puerto Rico","1001","315","0","14","0","14","0","14","0","14","0","14","37","46","29","48","14","23","60","54","0","14","72","93","72","55","47","58","0","14","0","14","361","162","14","23","0","14","100","95","0","14","167","134","28","46","0","14","0","14"
"1500000US720118102003","Block Group 3, Census Tract 8102, Añasco Municipio, Puerto Rico","628","213","0","14","0","14","0","14","0","14","0","14","0","14","15","24","23","37","36","42","55","59","0","14","37","42","0","14","19","31","0","14","282","171","27","45","0","14","45","72","66","63","23","35","0","14","0","14","0","14"
"1500000US720118102004","Block Group 4, Census Tract 8102, Añasco Municipio, Puerto Rico","1386","452","27","40","0","14","0","14","0","14","29","48","0","14","21","36","41","47","0","14","0","14","24","39","44","52","0","14","93","103","0","14","662","341","41","67","0","14","87","78","139","101","120","106","58","91","0","14","0","14"
"1500000US720118103001","Block Group 1, Census Tract 8103, Añasco Municipio, Puerto Rico","1248","301","20","17","0","14","0","14","0","14","0","14","10","11","0","14","18","16","0","14","0","14","6","8","8","12","33","21","18","19","0","14","410","131","30","28","0","14","110","95","288","179","224","160","73","51","0","14","0","14"
