"GEO_ID","NAME","B17017_001E","B17017_001M","B17017_002E","B17017_002M","B17017_003E","B17017_003M","B17017_004E","B17017_004M","B17017_005E","B17017_005M","B17017_006E","B17017_006M","B17017_007E","B17017_007M","B17017_008E","B17017_008M","B17017_009E","B17017_009M","B17017_010E","B17017_010M","B17017_011E","B17017_011M","B17017_012E","B17017_012M","B17017_013E","B17017_013M","B17017_014E","B17017_014M","B17017_015E","B17017_015M","B17017_016E","B17017_016M","B17017_017E","B17017_017M","B17017_018E","B17017_018M","B17017_019E","B17017_019M","B17017_020E","B17017_020M","B17017_021E","B17017_021M","B17017_022E","B17017_022M","B17017_023E","B17017_023M","B17017_024E","B17017_024M","B17017_025E","B17017_025M","B17017_026E","B17017_026M","B17017_027E","B17017_027M","B17017_028E","B17017_028M","B17017_029E","B17017_029M","B17017_030E","B17017_030M","B17017_031E","B17017_031M","B17017_032E","B17017_032M","B17017_033E","B17017_033M","B17017_034E","B17017_034M","B17017_035E","B17017_035M","B17017_036E","B17017_036M","B17017_037E","B17017_037M","B17017_038E","B17017_038M","B17017_039E","B17017_039M","B17017_040E","B17017_040M","B17017_041E","B17017_041M","B17017_042E","B17017_042M","B17017_043E","B17017_043M","B17017_044E","B17017_044M","B17017_045E","B17017_045M","B17017_046E","B17017_046M","B17017_047E","B17017_047M","B17017_048E","B17017_048M","B17017_049E","B17017_049M","B17017_050E","B17017_050M","B17017_051E","B17017_051M","B17017_052E","B17017_052M","B17017_053E","B17017_053M","B17017_054E","B17017_054M","B17017_055E","B17017_055M","B17017_056E","B17017_056M","B17017_057E","B17017_057M","B17017_058E","B17017_058M","B17017_059E","B17017_059M"
"1500000US720034303002","Block Group 2, Census Tract 4303, Aguada Municipio, Puerto Rico","243","78","138","63","102","66","15","25","0","14","0","14","0","14","15","25","87","63","36","43","0","14","36","43","0","14","0","14","51","48","8","13","25","42","18","20","0","14","36","34","19","23","0","14","12","20","0","14","7","11","17","26","0","14","0","14","0","14","17","26","105","60","75","52","55","47","0","14","8","13","0","14","47","45","20","22","0","14","0","14","0","14","0","14","0","14","20","22","0","14","11","16","0","14","9","14","30","36","30","36","0","14","0","14","0","14","30","36","0","14","0","14","0","14","0","14","0","14"
"1500000US720034303003","Block Group 3, Census Tract 4303, Aguada Municipio, Puerto Rico","389","86","246","77","152","68","75","49","0","14","26","43","30","30","19","32","77","45","44","52","0","14","27","44","17","28","0","14","33","43","0","14","24","39","0","14","9","15","94","46","39","28","0","14","0","14","32","25","7","11","55","42","0","14","28","33","10","15","17","19","143","60","92","54","74","55","0","14","0","14","41","43","33","31","18","18","0","14","0","14","0","14","0","14","0","14","18","18","0","14","0","14","9","14","9","13","51","30","17","19","0","14","0","14","0","14","17","19","34","28","0","14","0","14","25","24","9","14"
"1500000US720034304011","Block Group 1, Census Tract 4304.01, Aguada Municipio, Puerto Rico","405","115","171","82","127","71","80","60","0","14","17","27","24","38","39","36","47","45","0","14","0","14","0","14","0","14","0","14","47","45","0","14","47","45","0","14","0","14","44","40","13","21","0","14","0","14","13","21","0","14","31","34","15","22","0","14","0","14","16","27","234","97","211","87","166","83","0","14","23","37","73","58","70","49","45","42","16","26","0","14","0","14","16","26","0","14","29","35","0","14","19","31","0","14","10","16","23","39","23","39","0","14","0","14","23","39","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304012","Block Group 2, Census Tract 4304.01, Aguada Municipio, Puerto Rico","522","119","412","116","302","98","134","68","0","14","15","25","82","50","37","41","168","79","26","43","0","14","0","14","26","43","0","14","142","67","0","14","47","40","95","56","0","14","110","69","53","44","0","14","0","14","0","14","53","44","57","54","0","14","25","40","18","29","14","22","110","56","81","53","81","53","0","14","0","14","27","31","54","42","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","29","23","29","23","0","14","0","14","29","23","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304013","Block Group 3, Census Tract 4304.01, Aguada Municipio, Puerto Rico","460","121","192","85","127","79","87","68","0","14","30","48","16","26","41","40","40","46","0","14","0","14","0","14","0","14","0","14","40","46","0","14","40","46","0","14","0","14","65","46","65","46","11","16","14","24","15","25","25","27","0","14","0","14","0","14","0","14","0","14","268","98","233","91","233","91","0","14","15","25","163","83","55","35","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","35","30","14","22","0","14","0","14","0","14","14","22","21","33","0","14","0","14","21","33","0","14"
"1500000US720034304021","Block Group 1, Census Tract 4304.02, Aguada Municipio, Puerto Rico","505","116","250","102","146","80","106","72","0","14","29","46","41","37","36","39","40","36","14","21","0","14","0","14","14","21","0","14","26","29","0","14","0","14","26","29","0","14","104","72","56","63","0","14","32","50","24","38","0","14","48","47","0","14","38","45","0","14","10","15","255","83","216","78","159","71","0","14","0","14","76","54","83","51","57","38","24","27","0","14","0","14","11","18","13","20","33","31","0","14","0","14","33","31","0","14","39","44","39","44","0","14","0","14","16","25","23","37","0","14","0","14","0","14","0","14","0","14"
"1500000US720034304022","Block Group 2, Census Tract 4304.02, Aguada Municipio, Puerto Rico","581","136","366","111","254","89","96","60","0","14","0","14","74","55","22","26","158","77","14","22","0","14","14","22","0","14","0","14","144","71","0","14","44","50","89","60","11","16","112","75","17","27","0","14","0","14","17","27","0","14","95","65","0","14","0","14","31","36","64","54","215","97","202","95","172","93","0","14","50","68","38","36","84","54","30","34","14","22","0","14","0","14","14","22","0","14","16","25","0","14","0","14","16","25","0","14","13","21","0","14","0","14","0","14","0","14","0","14","13","21","0","14","0","14","13","21","0","14"
"1500000US720034304023","Block Group 3, Census Tract 4304.02, Aguada Municipio, Puerto Rico","359","97","206","82","163","74","75","46","0","14","0","14","26","24","49","40","88","58","20","32","0","14","20","32","0","14","0","14","68","47","0","14","42","35","8","12","18","28","43","49","43","49","0","14","0","14","21","33","22","36","0","14","0","14","0","14","0","14","0","14","153","68","153","68","136","63","0","14","0","14","50","37","86","57","17","26","0","14","0","14","0","14","0","14","0","14","17","26","0","14","0","14","0","14","17","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034305011","Block Group 1, Census Tract 4305.01, Aguada Municipio, Puerto Rico","300","111","208","106","161","98","140","91","0","14","44","70","53","48","43","49","21","34","21","34","0","14","0","14","0","14","21","34","0","14","0","14","0","14","0","14","0","14","47","53","21","34","0","14","0","14","21","34","0","14","26","42","0","14","0","14","26","42","0","14","92","64","69","65","69","65","0","14","0","14","43","51","26","42","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","23","37","0","14","0","14","0","14","0","14","0","14","23","37","0","14","0","14","0","14","23","37"
"1500000US720034305012","Block Group 2, Census Tract 4305.01, Aguada Municipio, Puerto Rico","429","132","138","77","61","58","61","58","0","14","0","14","23","37","38","45","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","77","61","38","45","0","14","0","14","38","45","0","14","39","43","0","14","0","14","22","33","17","27","291","127","223","111","170","102","0","14","0","14","111","87","59","55","53","61","0","14","0","14","0","14","0","14","0","14","53","61","0","14","0","14","0","14","53","61","68","79","38","61","0","14","0","14","0","14","38","61","30","48","0","14","0","14","0","14","30","48"
"1500000US720034305013","Block Group 3, Census Tract 4305.01, Aguada Municipio, Puerto Rico","421","150","136","104","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","136","104","94","91","0","14","34","54","60","71","0","14","42","47","0","14","0","14","42","47","0","14","285","144","227","129","227","129","0","14","89","103","108","90","30","36","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","58","71","58","71","0","14","39","63","0","14","19","31","0","14","0","14","0","14","0","14","0","14"
"1500000US720034305014","Block Group 4, Census Tract 4305.01, Aguada Municipio, Puerto Rico","647","154","159","93","159","93","121","89","0","14","0","14","99","82","22","35","38","43","0","14","0","14","0","14","0","14","0","14","38","43","0","14","0","14","38","43","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","488","153","342","133","303","125","0","14","0","14","177","104","126","76","39","45","39","45","18","28","0","14","0","14","21","34","0","14","0","14","0","14","0","14","0","14","146","100","27","44","0","14","0","14","0","14","27","44","119","88","0","14","32","52","57","55","30","48"
"1500000US720034305021","Block Group 1, Census Tract 4305.02, Aguada Municipio, Puerto Rico","900","136","645","129","473","132","222","89","0","14","38","45","79","57","105","48","251","101","79","63","0","14","40","47","39","43","0","14","172","89","0","14","75","62","64","55","33","30","172","77","114","61","0","14","22","34","42","38","50","36","58","45","0","14","0","14","16","25","42","38","255","111","219","104","205","102","0","14","49","67","73","48","83","54","14","22","14","22","0","14","0","14","0","14","14","22","0","14","0","14","0","14","0","14","0","14","36","42","36","42","0","14","21","34","0","14","15","24","0","14","0","14","0","14","0","14","0","14"
"1500000US720034305022","Block Group 2, Census Tract 4305.02, Aguada Municipio, Puerto Rico","661","129","285","113","192","83","75","49","0","14","0","14","35","41","40","28","117","66","17","14","0","14","0","14","0","14","17","14","100","69","15","24","56","53","12","20","17","27","93","72","46","46","0","14","0","14","34","41","12","19","47","44","0","14","0","14","47","44","0","14","376","117","341","112","309","111","0","14","113","84","132","77","64","38","32","35","15","23","0","14","0","14","15","23","0","14","17","27","0","14","0","14","0","14","17","27","35","31","35","31","0","14","0","14","35","31","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306011","Block Group 1, Census Tract 4306.01, Aguada Municipio, Puerto Rico","558","128","284","93","185","81","104","58","0","14","0","14","38","37","66","48","81","59","12","17","0","14","12","17","0","14","0","14","69","57","0","14","40","48","29","33","0","14","99","64","44","43","0","14","21","34","13","21","10","17","55","51","0","14","24","37","0","14","31","35","274","107","192","93","79","50","0","14","0","14","59","47","20","16","113","79","43","48","0","14","20","32","23","37","0","14","70","59","0","14","26","41","11","18","33","37","82","50","64","40","0","14","14","22","31","35","19","20","18","28","0","14","0","14","18","28","0","14"
"1500000US720034306012","Block Group 2, Census Tract 4306.01, Aguada Municipio, Puerto Rico","368","96","185","90","168","85","119","76","0","14","45","51","40","46","34","32","49","39","49","39","0","14","17","28","19","30","13","22","0","14","0","14","0","14","0","14","0","14","17","28","17","28","0","14","0","14","17","28","0","14","0","14","0","14","0","14","0","14","0","14","183","59","159","55","130","58","0","14","0","14","59","45","71","47","29","35","8","12","0","14","0","14","0","14","8","12","21","33","0","14","21","33","0","14","0","14","24","28","24","28","0","14","0","14","24","28","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306013","Block Group 3, Census Tract 4306.01, Aguada Municipio, Puerto Rico","246","81","118","63","48","46","48","46","0","14","21","35","27","29","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","70","53","38","36","0","14","0","14","38","36","0","14","32","38","0","14","0","14","0","14","32","38","128","59","58","43","47","40","0","14","0","14","25","29","22","27","11","18","0","14","0","14","0","14","0","14","0","14","11","18","0","14","11","18","0","14","0","14","70","43","30","32","0","14","0","14","17","26","13","19","40","37","0","14","0","14","0","14","40","37"
"1500000US720034306014","Block Group 4, Census Tract 4306.01, Aguada Municipio, Puerto Rico","267","73","195","66","179","63","112","53","0","14","19","30","59","35","34","40","67","46","29","32","0","14","13","21","0","14","16","25","38","38","0","14","17","28","12","20","9","15","16","24","0","14","0","14","0","14","0","14","0","14","16","24","0","14","0","14","0","14","16","24","72","54","72","54","40","39","0","14","17","26","15","25","8","12","32","39","0","14","0","14","0","14","0","14","0","14","32","39","0","14","0","14","32","39","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306021","Block Group 1, Census Tract 4306.02, Aguada Municipio, Puerto Rico","351","99","285","87","200","81","79","54","0","14","36","60","35","43","8","12","121","58","55","46","0","14","22","33","25","28","8","13","66","50","10","16","12","19","0","14","44","43","85","57","38","46","0","14","0","14","23","38","15","25","47","39","0","14","0","14","27","32","20","23","66","50","66","50","66","50","0","14","0","14","44","42","22","26","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720034306022","Block Group 2, Census Tract 4306.02, Aguada Municipio, Puerto Rico","768","132","207","94","171","89","75","58","0","14","0","14","61","53","14","23","96","64","0","14","0","14","0","14","0","14","0","14","96","64","0","14","45","53","35","38","16","25","36","41","0","14","0","14","0","14","0","14","0","14","36","41","0","14","0","14","36","41","0","14","561","120","462","119","406","104","0","14","74","59","217","79","115","56","56","54","0","14","0","14","0","14","0","14","0","14","56","54","0","14","27","43","29","32","0","14","99","61","69","51","0","14","21","32","26","31","22","26","30","33","0","14","0","14","0","14","30","33"
